sentence,label
teaching method think every time discuss something vibe discussion nothing else time class morning makes student bored sleepy think energy going around class teaching,0
think improve following time online class notify lms know assessments activities,0
hes making announcement going attend meeting,0
needs learn teach manner students grasp also needs attend class schedule give announcements cant class,0
effort focus needed subject,0
dilligent teaching,0
knowing feelings students feels alone,0
presentation,0
need improve presentation,0
sometimes modular removed classroom,0
maybe sir need improve voice sometimes understand saying,0
sometimes remove modules sometimes late send activities,0
professional learning,0
god,1
nothing improve,1
wish didnt delete course materials uploading days,0
dont think prof need area improvement always give best every class,1
wala naman po,1
dilligent teaching responsible,0
please attend often,0
attend meet,0
professional learning,0
think least announce synchronous class students dont wait,0
wala po paramdam,0
cant rate well since havent taught us much yet,0
improve time management hard learn subject doesnt time teach,0
sir need add information student like information course,0
teaching class,0
low volume voice sometimes unclear instructions,0
weak voice unclear instruction,0
madalas pumasok updating us synchronous class wala,0
must able engage students,0
wala naman po,1
think class representative per section class representative would one inform us instructor would meet us would leave activity,0
discussing important details lessons,0
attend class time,0
,1
maam really needs clarify important information lesson sometimes lesson fast cant keep lesson,0
good professor think ready,1
need improve way explain,0
maybe needs slow bit way speaks doesnt teach fast,0
engagement students discussion,0
professional learning,0
none,1
please make lectures interesting increase engagement students,0
course way speak,0
must learn engage students,0
sometimes professors voice low hear right volume tone student cant hear clearly,0
sometimes low volume voice,0
medyo po energy magturo,0
need recitation activities prove students understand lesson,0
uniqueness,0
course need improve beacuse good,1
need improve none good teaching,0
wish available time lesson super busy things think betterment class,0
professional,0
good professor nothing improve,1
dont think maam need improvements,1
dont think ms need area improvement every class always give best,1
none,1
wala naman po,1
needs clarity order teaching,0
lack technological skills knowledge,0
lack technological skills,0
need specific,0
coverage activities exam madalas coverage naituro po hehe,0
ready nothing improve,1
professional learning,0
quizzesexams often confusing,0
use student feedback shape learning time learning strategies,0
encourage emphasize conceptual understanding procedure,0
exams even lessons taught students think maam needs update questionairre exam,0
dont think prof needs area improvement every time always gives best us,1
improve presentation,0
mabilis po magturo po yung activities malayo tinuro po,0
,1
think present class,0
instructor need add details specific lesson taught us,0
none,1
sometimes available another lesson understand maams excuses,0
information,0
professional learning,0
nothing improve,1
enough experience teaching style answer question hoped lectures class often,0
dont think ms needs area improvement always makes sure every class give best,1
wala naman po,1
creativity,0
make clear instructions sometimes answer questions correctly understandable,0
maybe ease activities heavy every week new output needs submitted,0
maybe give time deadlines,0
engaging approach teaching,0
visual organization within lesson activity document file,0
none,1
needs clear explanation reading lesson okay,0
think nothing improve right,1
sometimes teaching us cant clearly hear voice maybe needs speak louder students understand lesson,0
honest area improvement sir think must adaptable every situation sometimes feel like always problem terms high technology think age think big deal,0
instructor coach identified specific area improvement define specific individual goal area identify related organizational goals specify measure success goal accompanied list specific actions accompanied list resources required,0
wala naman po,1
lack technological skills extensions workload,0
lack technogolical skills overwork load,0
ofcourse presentation class,0
professional learning,0
presentation,0
nothing improve good professor,1
none consideration every students respect time,1
times medyo mabilis yung way teaching students di maka engage topic ending get interested dig read sometimes yung strictness turn inconsiderate someone though understand theres rules follow times gives consideration wifi data ginagamit pass google forms time deduction worst case di nasend di tatanggapin hope di ganto next time,0
way teaching,0
sana medyo lively less serious yung class,0
explain discuss class,0
sana po gumamit rin ibang learning material aside module word format mas matuto po prof po gumagawa ppt discussions mas effective po yun,0
explanation lessons,0
mode teaching,0
medyo dalian naman po quiz exam,0
even though knowledge excellent sad say lacks heart felt like try connect us hes focused performing task,0
communicating interacting student,0
hope make explanation much easier understand,0
instructor needs engaging students care person behind camera circular pieces meet virtual meetings kind considerate online set human robots,0
siguro po yung way pagtuturo po kasi anong pakikinig every morning wala gaano naaabsorb tinuturo medyo nakakaantok po yung boses po yung pag seatwork quiz malate lang saglit deduction agad lms nagpapaquiz po,0
try discuss lessons profoundly,0
delivery topics sufficient students assessments mostly seen modules hes considerate sometimes internet problems though solid evidence,0
give examples specific situations,0
knowledge instructor deliver knowledge students important must considered,0
interaction students,0
maybe explain little lessons topics,0
way reads lesson tone voice think improved order gain attention students,0
lessons please,0
engaging properly students transfer knowledge students good instructor,0
improvement audio quality maybe mic hes using closer mouth even unnecessary noiselike breathing little disturbing,0
sometimes theres schedule conflict,0
professor read module examples given accessible time activity enough us answer questions computation read paragraph answer item time gave seat work consists many items items long question lot time us unable finish end given seat work enough time answer,0
time answer questions gform always tend nervous lead guessing answers submitting yet finished suggest least make longer thank,0
explain topics reading hand outs,0
always put mind students capable reach said time quizzes limited time given student cared even though didnt know especially students currently work also dont always changed decisions comes everything consistency words decisions,0
wish considerate situations students might sound unfair feel students adapted onto rather adapting students despite thank maam hardwork,0
time management avoid unrealistic expectations especially midst pandemic,0
improve communication students make participate class,0
areas improvement instructor engagement students discussion,0
honestly speaking prof good instructor already knows discuss class thats believe best instructor theres room improvement always best us learn improve knowledge skills,1
cant think areas needs improve,0
think using increase text size better instead using screen zoom feature,0
wala mahusay,1
nothing particular,1
instructor coach identified specific area improvement define specific individual goal area identify related organizational goals specify measure success goal accompanied list specific actions accompanied list resources required,0
give students coding activities often application purposes,0
none best prof,1
professional learning,0
think need improve shes good teaching,1
none,1
say nothing improve good professor,1
wala naman po,1
none discuss clearly understandable every lessons,1
nothing much since teaching already good,1
need improve good teaching,1
think none shes good,1
maybe could programming exercises output,0
use student feedback shape learning time learning strategies,0
professional learning,0
also presentation,0
nothing improve skilled professor,1
efficient way teaching,0
give exercises quizzes exams,0
struggles teach trying times needs guidance comes gadgets,0
needs materials teaching algebra,0
understandable subject somehow difficult could given us youtube videos support lessons easily grasp lesson without much jargon hope would flexible deadlnes,0
modify reevaluate given,0
think maam excimiano must patient students think must learn adaptable especially technology,0
become slightly strictly students,0
needs improvement giving examples based books modules,0
po mabilis po magdiscuss,0
please make lectures engaging,0
use digital whiteboard solutions class instead highlighting,0
sometimes instructor clearly state important facts lesson,0
areas improvement instructor wish consider extending time students taking quiz,0
explaining,0
bigay po sana example especially alg,0
low volume voice low clarity voice consider time students making modules,0
presentation,0
low volume voice sometimes unclear instruction,0
wish consider extending deadline time answering quiz,0
sometimes dont class circumstances assure fulfill next meeting,0
understand working students thank,1
consistent weekly synchronous class,0
hope dont make high standards grading us instead fair way grading us hes always fair afterall,0
cant think improvement well give us different information need course,1
nothing good already,1
time class,0
always give considerations,1
cant improvement teach deliver every lesson course well,1
consistent weekly synchronous class,0
sana po unahin nya po yung nya kase sakit nagtuturo po tsaka po sana magpahinga po dami lead po maam deserve rest time kase po po sakin mas estudyante makikita si maam laging masaya sakit yun lang po salamat po maam dan,0
nothing shes good professor already,1
approachable,0
inprovement instructor good handling course subject,0
nothing always teach us im contented,1
doesnt fall short anything dont see part lacking believe always room improvement,1
nothing improve,1
wala po kase magaling magturo,1
beyond first term midterm final term significantly less individual activities relation subject hand would make look like professor trusts students capable learning lesson without evaluations instances students didnt quite understand subject enough late professor ultimately finds little opportunities remain,0
way nang pagsasalita medyo iloud,0
although attributed preparing potential shift facetoface classes midterm final term felt lacking terms activity sure prelim term included graded recitation promised throughout whole semester words graded recitations activities expected slowed halt final term precedes,0
sana di masyadong nakakatakot mag turo hahaha,0
doesnt fall short anything dont see part lacking believe always room improvement,1
maybe make discussion slower easily catch learn lesson,0
time,0
none hes good teaching,1
wala po maayos po magturo,1
nothing okay way explained lessons,1
approachable,0
approachable,0
think ouncing class,0
updating,0
mercy,0
doesnt fall short anything dont see part lacking believe always room improvement,1
nothing improve,1
meetings po sana explanations,0
maybe lielow muna madaming task kase nagiging busy lagi lagi namemeet tuwing oras klase,0
way teaching,0
siguro po need iimprove mas iguide po yung students kase naman po students alam tama mali yung lalo pagdating requirements pinapagawa,0
would really give much recommendations improvement would system like personnel charge said system must make sure utilized within semester rather become fleeting thought area improvement necessarily possible removal said system preferred circumstances make inevitably unusable necessarily sound like problem thats another cluster words students remember instead actual lesson material,1
hope handle class well whole sem meet one time,0
cant really say anything oppressive fear excessive respect simply think way improve delivery lessons overall approachability,1
doesnt fall short anything dont see gap know always room improvement,1
magupdate po students magkaklase po naghihintay students,0
nothing improve,1
way teaching,0
announcing class,0
maybe voice medyo lakasan,0
think im contented way teach us us every meetings,1
yung makapagturo lagi wish good health,0
health wealthy always healthy god bless,0
speaks well without stutters,0
doesnt fall short anything dont see part lacking believe always room improvement,1
wala po iimprove magaling maayos magturo,1
handling past lesson,0
links infos,0
approachable,0
think theres need improvement think communication skills commendable im lucky become instructor semester,1
theyre visuals,0
funny moments,0
nothing improve,1
doesnt fall short anything dont see part lacking believe always room improvement,1
think time giving quizzes activities,0
think engage students,0
magbigay overview topics magpareport,0
group reporting went well went better better week time passed start midterms took upon explanations lessons became less interpretative level able convey students old traditional way teaching nothing wrong idea students learn lesson beforehand make presentation convey took lesson towards rest class good use time rest semester lacked vibrant tone prelims held words try keep crafty try find ways students learn subject easier rather interpret idea hard dont clue start piecing together information within topic,0
giving real life examples regarding topic,0
communication students approachable,0
sana lang able meet us medyo madalas felt like mas sana kaming matututunan mas maraming beses meet,0
hope could give sample activities doesnt apply scores maybe plus highest student something students need practice giving resources ability explain activities good dont know others sir expect us go class already read something also bring questions mind could practice discuss outputs ask questions clear us class pressure goes quiz score upon practicing read applied professor loved taught us value scores learning,0
give consideration students passing outputs taking quiz exam time unfair students lazy students apparently got even highest scores grade deduction scores please bring back original grading system f2f classes cause help many students hard live pandemic,0
manage time well sometimes cancel class unexpectedly,0
sometimes theres schedule conflict,0
goods po si sir,1
hope could meet us,0
ice breaker,0
try engaging students,0
nothing improve,1
presenting video link rather google meet improve clarity subject matter allow access vital information needed obstruct way equally important lessons,0
doesnt fall short anything dont see part lacking believe always room improvement,1
time,0
good explaining things dont think needs improvement,1
think clarity discussion activity sometime,0
approachable,0
improve po sana yung connection students class po,0
iimprove yung way nang pagtuturo,0
none problem,1
dont think anything improve teaching best teach every student well,1
areas make comfortable teach feel laziness teach students,0
clear voice class,0
use student feedback shape learning time learning strategies,0
sometimes quick explain,0
times activities unounced,0
wala naman po interactive listening sya opinions students nya,1
sometimes internet connection slow professors fault perfect,0
clear instruction class,0
commit professional development,0
sometimes quick explain,0
gave activities,0
accessibility approachability outside class hours,0
pefect,1
google meet zoom,0
areas make comfortable teach feel laziness teach students,0
wala naman po oks naman,1
flow lesson messy sometimes ideas cant conveyed sometimes,0
dont think anything improve teaching best teach every student well,1
better teaching google meet zoom,0
implementing stricter rules better improvement students,0
use student feedback shape learning time learning strategies,0
interaction students,0
speaking discussing class,0
areas improvement instructor lesson needs slow speaks fast,0
shes already confident knowledgeable handling course really well,0
could interactive students,0
areas make comfortable teach feel laziness teach students,0
dont think,1
dont think anything improve teaching best teach every student well,1
areas make comfortable teach feel laziness teach students,0
make take extension lms working,0
maybe hoping contact outside class time,0
providing clear instructions especially quizzes exam,0
accessibility approachability outside class hours,0
nothing problems encounter course technical,1
reachability thoughfulness giving consideration students,0
instructor needs respond clearly student asks important projects outside class hours,0
needs details explaining topics instructor covey course tackling,0
model taught experience remember sitting class differentiated instruction,0
dont think anything improve teaching best teach every student well,1
perfect,1
needs improve clarify teaching follow lessons fasters,0
sometimes quick explain,0
use student feedback shape learning time learning strategies,0
way instructor make learning material needs improvement fonts instructor uses arent readable,0
shes busy still never lost connection us,0
clear instructions exam,0
nakakashock yung exams,0
needs imporve way explains,0
areas make comfortable teach feel laziness teach students,0
could studentteacher verbal interaction class,0
dont think anything improve teaching best teach every student well,1
instructor needs slow bit explaining lesson elaborate clearly instructions order avoid questions,0
dont think anything improve teaching best teach every student well,1
activities could use clearer instructions accessibility instructor students,0
meet us often classes,0
use student feedback shape learning time learning strategies,0
shes good enough,1
sometimes quick explain,0
areas make comfortable teach feel laziness teach students,0
need teach students properly,0
wala naman po,1
instructor bit fast teaching lesson,0
even though sometime explains fast still understand topic,0
instructor needs explain lessons show examples,0
pag nagtututo synchro daymeet sana po mas madami pang example specially interactive english mahirap malaman yung tama mali dealing interaction sets words mahirap maidentify tama mali yung naconstruct sentence paragraph etc,0
perfect,1
use student feedback shape learning time learning strategies,0
always update students problems like didnt receive link every meeting thats always ask self study lesson upload lms,0
need improvement improve us students learned lot writing learning language english surely use future professional even though see virtually,1
make take extension lms working,0
needs improve organize teaching needs explain topic taught activities quickly,0
needs improvement flow lesson,0
wala ok naman po,1
patience kindness gave students,0
improvement understandable explanation activities,0
modules course materials unfinished times,0
dont think anything improve teaching best teach every student well,1
areas make comfortable teach feel laziness teach students,0
quick teach sometimes,0
needs improvement demonstration course like instructor needs hands teaching instructor would show learning material hands demonstration,0
accessibility approachability outside class hours,0
areas make comfortable teach feel laziness teach students,0
need improve explaining talking slowly discussing,0
reachability quiz answer key constructed neatly notice give quiz lms even though got correct answer based module answer still wrong answer key ambiguous,0
model taught experience remember sitting class differentiated instruction commit personal professional development use student feedback shape learning time learning strategies,0
cant relate sometimes,0
accessible also outside class hour kase po madaming tanong tulong po,0
coping,0
vague instructions nya po di mafigureout specifically pano,0
improvement understandable questions activity,0
instructor needs slow bit explaining lessons,0
communicating students,0
dont think anything improve teaching best teach every student well,1
prof always reachable al ways online,0
dont think anything improve teaching best teach every student well,1
areas make comfortable teach feel laziness teach students,0
areas perfect,1
sometimes quick explain,0
use student feedback shape learning time learning strategies,0
shes almost perfect help guide teach us step step,1
wala po nice teaching approach nya,1
accessibility approachability outside class hours,0
needs improvement making learning materials,0
goods si sir,1
times nabibitin lang turo okay naman po,0
sometimes theres schedule conflict,0
suggest instructor listen students concern instructions quizzes activities assessments clear understandable,0
diligence teach subject clear instructions wag po sana magbigay secret task nagulat instructed two classmates magrereport di po alam graded pala yun considerate po sana nagkaproblem po lms tapos parang kasalanan po,0
learn instruct give enough information explain ppt clear idea dont reading,0
think area need improvement way gives assessment students,0
comes quiz times maling answer quiz sometimes tama namamali system wrong input answers,0
teachings,0
much reporting suggest whenever report groups end give feedback support ideas happen also suggest manually check quizzes us students correct wrong system fault yet received consideration,0
follow schedule classes give consideration students interms quizes complains,0
engaging asking students perceptions lesson,0
think create interactive class teachinglearning process subject kind history dr jose rizals life interactive discussion also little considerate especially problem lms matter one easily talk expert us,0
needs learn communicate students considerate start end class time,0
teaching strategies bit boring considerate even quizzes exams try listen recommendations always follows desire importantly responsive even class outside class concerns,0
based observed guess stop translating reading ppt expound subjecttopic check issues needed support reject ideas presented module correct others let student expressed selves class interactive activity make sure equal giving students task make sure quiz though students well quizzes especially exam least easy discussed problem never expound class makes learners confused examination frequently asked students affective learning least talked announcement class looks like interested subject let subject boring though fun discussed,0
late giving task,0
way speaks monotone instructions quite clear,0
clear instructions activities reportings sending private message students say report announce things earlier enough time prepare make sure exam within lesson module upon reviewing exams found actually lot thats mentioned class module addition make sure encode exams quiz carefully last time political scientist instead political science,0
engagement flexibility effectiveness teaching,0
needs considerate,0
looking forward teach lessondiscussion discussed reading entire powerpoint presentation made students admit subject one hardest expecting much also hope next time future students ppt lessons quizzes exams discussion furthermore considerations lms errors,0
hopefully understand students concern discuss lesson well without reading whats written ppt,0
favouritism think especially girls ibinibigay student gawain sya gumagawa consideration especially quizzes tama sagot mali po sana nilagay lang yung points reporting activities,0
wala po,1
subject see recommendations satisfied whole sem,1
theres nothing improve,1
need improvement excellent teacher,1
nothing done perfectly,1
improvement quality good teacher,1
expectations hisher students work,0
lazy,0
inhumane inconsiderate puso,0
still professional unfathomable moodswings prepared,0
lesson interactive english subject taught 1st year technical writing subject little bit set aside,0
teacher job job teach instruct students present class schedule,0
giving enough time activities,0
always put shoe students maybe atleast asked whats problem,0
recorded lessons knowing students upgraded phone laptop,0
sana mabago yung pagbibigay assessment naman connected lesson gaya nung nangyari prelim,0
hope next time follow schedule always special session rest day become session also exams hard answer even studied entire lesson,0
attendance must instructor hisher job often present time specific schedule students need instructor instruct give knowledge idea specific subject,0
teach,0
create interactions students,0
madami kaming meet synchronous class,0
follow schedule classes giving uploading lesson lms ahead time,0
grabe po yung difficulty preliminary exam maximize synchronous classes andami po naming lessons siniksik meeting overload po yung information mahirap magrasp,0
avoid absents,0
follow schedule given school,0
frequent class force students overload information like taking lot review exam makes students pressured,0
always take care health,0
instructor always absent thus always delay taking examination follow sched subject instead class together students since enough time discuss lesson addition absent always late,0
engagement class,0
interaction since threehour class,0
engaging due personal matter attend make classes makes compress lessons midterm,0
hes busy times cant able attend class,0
always disappeared everyday meet always around concerns always busy stuffed provide us activities taught us always reschedule meet multiple reasons,0
busy last time got sick fault thus always class actually feels like mushroom sometimes sometimes,0
think time follow given schedule,0
showed 3 times whole semester first one meet greet second short discussion third give final requirement,0
taught 3 times throughout sem,0
honestly really kind however attended 23 online sessions whole semester always busy attending matters think even though many things responsibility attend class excuses valid learning outcomes students valid,0
prof attended synchronous class twice whole sem despite hes constantly giving us loads activities,0
lot things needed improve learned nothing honest met section entire prelim meeting goes like introducing expectations subject second read ppt prepared thats word learned bonzai third last appeared meeting finals 1hr discussion 21st thats always meetingbrigada3day training migraine etc activities never missed unfair us activities needed discussed first thought subject would fun wasnt,0
always disappeared everyday meet always around concerns always busy stuffed provide us bulk activities taught us always reschedule meet multiple reasons,0
sana magturo sya everytime schedule online class class puro bigay activities assignment naman po nagtuturo prelim midterm 3 times lang sya meet,0
must follow schedule classes exams,0
therepresent must,0
allot enough time discuss lesson meet students often following given schedule,0
needs consistent attending class met us twice gave us activities whole semester,0
attended class thrice 3 times whole semester one 1st week lms class wherein supposed asynchronous also said lessons like modular mode thus self explanatory rarely interacts us,0
health,0
hopefully attend synchronous class often,0
suggest allot time discuss lesson met three times whole semester first session getting know class second prelim examination last one last synchronous class final examination follow schedule given also memorandum posted officials final requirement subject important give development us subject matter,0
met thrice semester manage time responsibilities well jhs teacher colleger instructor,0
engagement class help students course,0
classes subject left us activities without chance taught lessons,0
attending class always absent whole semester meet thrice left us lot paperwork even though yet discussed,0
3 times nya lang nameet binabasa lang anong nasa ppt siguro mas okay magbbigay sya box mas okay sana lively sya nagpepresent,0
teachers different strategies really like strategy none,0
considerate especially reason valid,0
energy discussions,0
theres nothing improve,1
looking forward teach lesson first activities subject easy hard tasks wasnt discussed yet also schedule followed often times asynchronous becomes meeting,0
lessen lots activities think unnecessary,0
recommendations needed,1
competence sana exam kasi mas allign anong nangyari klase weird pattern nauuna yung activities magklase nadedefeat yung purpose synchronous class,0
maybe stay upon different teachers instead thing unique yes choose copy others requirement make activity hard thats quite fine,0
prepared lots activities students cant cope,0
always listening concerns,1
maybe skills teaching,0
think none good enough,1
need improvement,1
improved way using language specifically english emajors help students practiced speaking skills using target language best,1
magaling si sir,1
think areas improvement instructor believe,1
expectations hisher students work,0
add exams essay questions also multiplication questions,0
theres improvement based experience students best among teacher semester,1
nothing improve,1
none best,1
need give related examples informations fully clarify certain topic,0
nothing beleive already gave best us,1
couldve better interaction,0
make clear instructions us confuse,0
give clear instruction always tell us could email inquiries time answer,0
hopefully give detailed explanation activity done,0
present always class schedule,0
giving clear instruction activities uploaded lms,0
looking forward briefly explain details make better content research,0
since teaching research think specific detail explaining part concept moat us yet familiar research makiling especially qualitative mixed research,0
voice clear loud,0
discussion subject needs increase,0
di tumatanggap sagot students napapahiya sana marunong makaappreciate wag sana ipilit sagot talaga sagot sana agad yung magtatawag students maubos oras,0
sometimes follow given schedule example week 2 synchronous classes aside christmas break theres memorandum activity given us time still gave us,0
make interactive discussion,0
learn use google meet present lesson overall class amazing,0
hope next time recitation cycling gentlemen questions automatically boys called seldom girls called,0
give examples subject matter,0
lessen unnecessary things,0
learn listen students,0
computer literate,0
suggests instructor give students enough time say response listen students understand point,0
best,1
clear instructions activities needed improve,0
lenient class activitiesgroupings groupingsdiscussion handicapped distant learning insists real time collaboration despite handicap,0
learn accept answer especially opinion cut students answeringgiving opinion give us time fully answeredexpressed dont bookish dont demand word word answers,0
hopefully let students answer based opinion without getting intimidated,0
hes busy make interactive discussion,0
least discussed rather making us reporters throughout sem,0
interactive class considerate importantly relative class lesson,0
good teaching,0
instructor present must,0
following schedule classes exams,0
shouldve discuss make students reporter whole sem,0
whole semester one reporting lessons good think still need guidance,0
simula prelim finals nagreport klase manlang time lesson class,0
prof often absent gives assessment without even teaching material,0
looking forward teach lessons pure reporting,0
understood much,0
hopefully update students things beforehand discuss lesson even short,0
mas okay sana sya magrereport kasi subject assessment learning prof knowledge galing saming baguhan wala talagang alam,0
sana magturo sya throughout semester nagreport lesson sya nagturo,0
absentenism,0
meetings discussed topic also constructional feedbacks every reporter,0
engagement class,0
lazy made us report whole course whole semester announce class unless one us contact,0
check course design know lesson included prelim midterms finals give activities quiz students could grade full reporting actually learned little trough rarely clarifies reports still decide whether exam final output even though already exam week also indicates end semester near,0
hope proffesor meet us since never meet us finals meet us twice midterms hope didnt misunderstood letter addressed content letter lessen activities gave since gave 58 activities,0
mahirap po intindihin ginagamit learning material discussion yung module po word format sana po gumamit ibang form pagtuturo lalo mahirap po yung subject,0
considerate sana sya students naman kasi pare pinagdadaanan,0
professors way teaching ineffective read module meet virtually every friday prelims midterms teach us hour finals never met uploaded 2 modules without recorded video lectures makes hard us understand topic,0
sana naman po next time wag lang binabasa yung modules inauupload mmeet lang week tapos magbabasa lang modules time samin also considerate bawasan yung activities know major subject di lang naman yang subject yan meron feel like experience learnings subject couldve better mas nagawa explain yung topics better way yung literal binabasa lang wala man lang deeper explanations man lang nag pprovide concepts us grasp topics,0
wish provide synchronous class every week even recorded video posted online course modular class always limited time synchronous classes think students effectively learned course prelims activities loaded us answer finals didnt get even one synchronous class,0
po sakin siguro po yung naexperience nung prelim exam week nagsabay sabay po kasi yung 7 exercises kay sir yung dalawang activities dalawang parts exam consedering po async po nun exam week,0
dont give activities quizzes everything without actually proper discussion finals nga discussion talaga exam,0
sometimes theres schedule conflict,0
hope give understandable illustration problem,0
way teaching parang binabasa lang yung ppt konting paliwanagan maraming magbigay activity nung,0
teach,0
less reporting teach,0
subject takes much time outside class hours expect much students reporting much reporting,0
expects students self study time,0
conflict schedules,0
give consideration slow internet,0
much excellent instructor,0
consistent class check,0
sana po mas malinaw mag explain basta binabasa lang yung module already read need thorough explanation real situations apply topics subject interesting sana kaso super nakakadisappoint way pagtuturo,0
sometimes unprofessional,0
attitude character social skills,0
learn listen students dont always say teachgive importance certain topic since already took previous courses since also need refresh minds,0
need explain show computation works computation lesson binigay quizzes,0
way communicates students po pilosopo sya sumagot tanong naiintindihan naman po siguro pagod lang sya work,0
considerate sometimes comes quizzes exam especially beyond control students internet connectivity,0
consideration students,0
kind boring presentationexplanation kind way teaching try practice participative class thats thing improve catch students attention,0
haha mam po interaction students sorry po,0
activities projects expand explanations also take break speaking keeps going wont able catch,0
siguro po yung bilis nya pong mag turo like yung final po namen naisama midterm advantage naman po yun kasi di po sya sumabay dame pong ipapasa,0
student interaction,0
interactive class,0
tanungin estudyante,0
speaks fast,0
creativeness teaching skills,0
need recite us,0
medyo mabilis magturo,0
little fast,0
interact students usually explanation class,0
shes fast teaching good thing dont know students though,0
medyo taasan po pag bibigay grades kasi napasok nag sasagot every quiz e nalagpak parin 5 imbis maasikaso student yung major subs e mas nahahatak minor sub nakalipas pangyayari di maibabalik,0
needs relieve internal pressure teaching cause class starts really starts right away without greetings introduction,0
gadgets internet connection share screen sometimes like 130fps span minute,0
shes type moderate teacher think couldve done better utilizing presentation diverse intricate production teaching,0
feel like subject major quizzes major subjects give also projects especially exam,0
habaan pasensya pasaway students po mainis agad wala pong nasagot agad itinatanong niyo magaling po mag paliwanag maayos magturo lalo maganda makipag usap klase,0
matampuhin toyoin,0
medyo madame po syang pinapagawa like po nya animation po kameng kasi di daw po namen natapos yung lesson bukod po yung quiz final exam po nagayon po wala paden naman po syang sinisend lms sana po wag naman agad agad ipasa kasi final exam po next week,0
teach lesson clearly class watch documentaries rizal proceed like everyone understood previous lesson clearly nice kind isnt always good thing expecting much interaction classes,0
yung exam malayo yung tanong dun binibigay lessons,0
need,1
teaching skills,0
kumpleto yung ppt nahihirapan magsagot exam mahirap mag examquiz,0
feeling major,0
give enough time stunts,0
unrstanding stunts,0
vio lessons tailed execution course concise realistic see consirate stunts give cent gras actual pe vios hard,0
grabe po sya mag activity yung arnis po keri lang yung di lang po keri yung beses po nag arnis po sya tapos yung klase nya po 630 pm 7 pm daw po namen ipasa 10 pm biruin nyo po arnis po yun yong po pwesto bahay yung naman po madilim labas bahay syempre ganon pan nag pasa pan po kame syempre sayang po gra mahirap naman po mag open ulit pasahan lms,0
inform stunts benefits good athletic ability knowledge human body,0
medyo strict,0
please tailed teaching lesson,0
give time activities,0
affable,1
taking vio night seems great circumstances,0
clear explanations monstratin,0
home also avoid threat covid,0
hardwork,0
stunts ask permission something personal concerns unrstand let asked uploading vios email secure progress records subject,0
medjo strikto medjo mataas expectation stunts,0
need explain activity lesson much better,0
explain things briefly students low learning curve keep,0
lil bit abt connected students,0
give examples activities,0
little clear explanation,0
better internet device share screen sometimes share screen like 10fps,0
provide guidance outside school hours please easier contact needed,0
teaching skills,0
hope professor respond message sent student doesnt respond,0
upload activities done lms randomly announce class right away cause us available class hours,0
icheck students nakakasunod bilis magturo,0
good position school,1
turaan maayos,0
needs elaborate lesson,0
siguro po cisco application lang yung problema po kasi acc tapos bayad sya po maka pag save file apk e puro apk need ipasa,0
teach slowly easyly understand students,0
slowly teaching clear understand networking extremely difficult must stand entered,0
no improvement needed,1
bagalan pag sasalita acknowledge studyanteng computer desktop laptop kasi experience di nya pinapansin yung naka cellphone lang nag memessage mismong chat gmeet dedma lang sya tanong sir pano po pag pc laptop,0
professor detailed concise relaxed terms way teaching especially comes stepbystep learning little part feel like tone maybe kind thought students level way thinking terms expertise course,1
communicating,0
think needs improve time management always make way make things,0
none guess ill time something didnt want happen got ill thats couldnt teach something consider,1
get well maam,1
couldve maximized synchronous class taught us frequent concise detailed especially stepbystep learning web development us knowledgeable enough work lack time compromises lessons,0
di sya nag turo mid december,0
teach rather making us watch learning materials feels like waste talent,0
interaction students,0
maybe ahmm putting background music recorded lecture,0
hope teach sometimes didnt understand anything lesson watching hard understand videos sometimes blurry,0
puro recorded video di naexplain mabuti yung lesson,0
present us class hours,0
mahina boses halos marinig nagbigay upload video labo quality plus andaming background noise mahina boses kalalabasan e maintindihan rin sya nagtuturo naiintindihan naman nagkasakit sya,0
kind,0
needs explain lesson students clearly give examples topics,0
self study po kame nitong final kasi sakit daw po si maam okay lang po yun yung exam po final hahaha lesson 19 wala lang po lang syempre okay lang po normal naman po yun syempre final hahaha,0
explaining briefly even small details important fully understand every single keyword course,0
learn dissect lessons technically thoroughly reading presentation,0
nothing say,1
ask questions lessons frequently promote interactions students professor though quite annoying asked students didnt get response,0
needs explain lesson precisely us understand better interact discussion,0
handson activity,0
paiba yung turo naka focus lang ituturo,0
think nothing,1
provide simple examples demonstrations proceeding complex ones,0
skills experienced,0
actualization lacks actual onhand practice lesson students visual learners,0
maybe make us actually us know also interpret way,0
need present class hours,0
personal preference better teach theory practicality use real life subject,0
teach slowly,0
sana po medyo palawak dahan dahan po pag tuturo pag dadagdag information kasi hirap po nyang intindihin specially po laptop pc magagamit po po yung subject nahirapan po,0
learned subject also values kind even one answered class couldnt pick quickly even chat late night respond,0
obviously mindset way thinking students minds position tone expectations assumptions class result students mainly punished high standards also doesnt give justice giving us grades hes appreciative hes opinionated,0
lessen terror tc end youll find comedian side sir mac,0
good position school instructor,0
lagi lang nag papa move schedule nahihirapan working students kasi di nya sinusunod schedule nag hihingi move schedule students di napag bigyan favor magagalit papahirapan next meeting parang kasalanan nya mag move meeting schedule,0
alright tell students negative things needed remove change upon dont humiliate individuals personally online class theres something didnt like address nicely possible us struggling cope mental health bluntly frankly humiliating us front everyone google class,0
nothing much prefer examination instead projects pandemic times,0
extend teaching dont harsh students especially reporting time makes us feel bad especially speak poorly embarrass,0
patience students,0
need activities,0
