label,sentence
1,nothing.. she's already fine to me.
0,need to have more time to be able to teach us
0,coping amd addressing student situation
1,nothing just take care her health.
0,"umm, ano lang po yung schedule ng time nya po para mas lalong pong matututunan na aral sa kanya"
0,maam for me po mas effective po yung live teaching kesa yung sa youtube lang kasi po you're one of my fave teacher po before kayo mag switch sa yt yung lecture. ewan ko lang po if ako lang yung ganun na tinatamad manood ng ganun kaya kahit ilang ulit kong panoorin parang kakaunti lang pumapasok sa utak ko unlike nung live po kayo
0,i think po the way he teach po kase po were lacking lesson po na hindi na natuturo at palaging late po
0,he needs to attend our class at the right time and must teach us a lesson he also needs to be more prepared before teaching us he never teach us about the subject he was pointed in to teach us i learned nothing from his subject.
0,coping and addressing student situation
0,i want him to take care of his health so he can teach us more. because there are times na hindi siya nakakapagturo kaya naliit yung chance na matuto kami. the way yung pagtuturo niya is nakakabitin. kaya please take care of his health i want to learn more from him.
0,be updated
0,kulang sa discussion time and
0,he need to elaborate clearly what he is teaching
0,improve time management
0,teach regularly. provide better example.
0,i think he must give some feedback on messages on consultation hours.
1,nothing :)
1,"sa subject na ito, okay naman po yung way of teaching nya. simple pero nandon naman ang main ideas"
1,"i think there is no need to improve because he deliberates the lesson very well, so that every student understand his lessons."
0,wag po masyadong seryoso all the time. hehe
1,i think there is no need to improve because he deliberates the lesson very well.
0,"if hindi na po kaya mag handle ng maraming class, wag na po sana mag handle para hindi po nahihirapan mag accomodate sa lahat ng concerns hehe"
0,more effort is needed on their subject
0,try to explain some other parts of the modules so that we can understand clearly that's all thanks
0,learn more good way of teaching history
0,huhuhuhu sir wag po kayo isang bagsakan magbigay ng activities t_t
0,i think to improve the following on time online class and notify lms of what we know about assessments and activities
1,so far okey naman po.satisfued naman po kame🙂
0,reduce the pressure given to the stunts
0,be more consirate
0,"don't be strict for no good reason. also, don't forget to be respectful to your stunts when answering their concerns. don't think highly of yourself and be more consirate."
0,more effort is need on their subject
0,"sana po hinay hinay sa expectations lalo na nd naman po lahat malakas, nd rin po namin sya mamamaster sa loob ng ilang araw."
1,overall its very satisfactory
1,all i can say is that our instructor is really doing being our professor and attending our online class on time.
0,"be more unrstandable about the situations of the stunts spec. working stunts, have more time to submit our tasks. thanks"
0,too much activities
1,at least nothing
0,more effort and focus is needed on their subject
1,i think okay naman po sya :)
0,i think to improve the following on time online class and notify lms of what we know about assessments and activities
0,i hope he teaches always.
0,more effort is needed on their subject
1,at least nothing
0,minsan po d ko magets yung terms nya hehehe
0,use on-screen board
0,i think to improve the following on time online class and notify lms of what we know about assessments and activities
0,freely access to the recorded video of the lesson for us to watch it again whenever we need to understand more
0,i think to improve the following on time online class and notify lms of what we know about assessments and ctivities
0,have more patience to get our works coz many of em students are working. like have a submission date extension. thanks
1,"wala naman po, approachable naman po sya if may questions kami."
0,more effort is needed on their subject
0,giving more activities to do.
1,"there is no need for area of improvements since he clearly taught all of the lessons throughout the semester. if he is to teach us in face to face, i'm sure he would be an excellent professor that excels his duty."
1,all in goods na si sir
0,please extend the time during quizzes.
1,"minsan nabibitin lang din po ako sa explanations but all in all, okay pa din naman po. he makes sure to answer the questions of his students kaya okay naman po siya ;)"
0,sometimes there's a schedule conflict.
0,"i dont think he's a good being a teacher, he's way of teaching is bad and unclear and how he talks is destroying students confidents because he's smirking and laughing on students opinions"
0,he needs to understand students situations. maybe a reply to question regarding midterm exam.
0,i think to improve the following on time online class and notify lms of what we know about assessments and ctivities
0,"try to explain further yung lessons nya po, wag nya lang po tagalugin yung lesson nya. explain nya po sana kung pano nagiging essential yung tinuturo nya"
0,he needs to attend the class and notify the class when he can't make it (missing in action for the whole finals). needs to work on his professionalism and stop saying rude and offensive words to shame students.
0,he should be more active in our class. his replies to our concerns is minimal
0,"first of all, he should stop shaming students when their ideas given doesn't suit his taste. we are in a learning institution and not in an everyday debate session with the internet for cancel culture. he should also make clarified announcements if he is going to attend the scheduled class, giving out lessons & quizzes, and most of all updates on the previous tasks. lastly, at least give us clear instructions for activities, quizzes and exams because we don't like guessing games when our academic performances are on the line."
0,more effort is needed on their subject
0,try to explain clearly the instructions because sometimes it fell confusion po yun lang po thanks
0,youtube videos' background music needs to lower the volume and attend classes more often :))
0,making more depth in lessons
0,more effort is needed on their subject
1,okay po si mam
0,i think to improve the following on time online class and notify lms of what we know about assessments and activities
0,mag update po sya sana kung magtuturo sya o hindi
0,"there are many things that our professor lacks of. first of all, he should at least notify the students if the scheduled date is synchronous or asynch. he should also attend in class and do his job as an instructor for he is always absent for almost the whole midterms and throughout the finals term. lastly, clear instructions and the proper usage of words when discussing is a what he lacks the most. he is teaching database management, not english grammar...he must consider what words to use when discussing since not all of us are adept in the english language which results in confusion of other students including me."
0,he should attend our class. these past few days he didn't show up in our entire finals.
0,try to explain further more the lessons so that we can understand easily your teaching for us
0,"there we're times that we weren't informed that there's no class, i guess he should consider information at least 1 student in the class that he won't be able to teach in his period."
0,"the teaching method i think, every time he discuss something, the vibe is just discussion and nothing else, the time of our class is in the morning so it makes other student bored and sleepy. i think there are no energy going around the class when he is teaching."
0,i think to improve the following on time online class and notify our lms of what we know about the assessments and activities
0,"he's not making announcement if he will not going to attend the meeting,"
0,"needs to learn how to teach in a manner where students can grasp it. also, he needs to attend the class on his schedule and give announcements when can't be in class."
0,more effort and focus is needed on their subject
0,be dilligent in teaching
0,knowing the feelings some students who feels alone.
0,the presentation
0,need to improve that the presentation
0,• sometimes the modular was removed from the classroom
0,maybe sir need to improve his voice because sometimes i can understand what he is saying.
0,"• sometimes he remove modules. 
• sometimes late send activities."
0,professional learning
1,it's all god.
1,he has nothing to improve.
0,i wish he didn't delete the other course materials after uploading in days
1,i don't think our prof. need an area of improvement because he always give her best in every class
1,wala naman po
0,be dilligent in teaching and be responsible.
0,please attend more often
0,attend all meet
0,professional learning
0,i think he should at least announce if there is a synchronous class so that the students don't have to wait.
0,wala po paramdam :)
0,i cant rate him that well since he haven't taught us that much yet
0,"he should improve his time management, it's hard to learn more about him and his subject because he doesn't have time to teach."
0,"for me, sir need to add some more information so a student like me can have more information about the course."
0,teaching in the class because there
0,"• low volume of voice 
•sometimes unclear instructions"
0,"• weak voice 
• unclear instruction"
0,madalas hindi pumasok and not updating us if may synchronous class or wala.
0,he must be able to engage with his students
1,wala naman po
0,i think he should have a class representative per section and the class representative would be the one that will inform us if the instructor would meet us or would leave an activity.
0,discussing important details about the lessons.
0,attend on the class on time.
0,"ma'am really needs to clarify some important information about the lesson. sometimes when she is having a lesson, she was so fast that i can't keep up the lesson."
1,she a good professor. i think she is ready.
0,need to improve the way she explain
0,maybe she needs to slow down a bit on the way she speaks so that she doesn't teach fast.
0,engagement with the students during discussion
0,professional learning
1,"none
"
0,please make the lectures more interesting and increase engagement with students
0,of course the way we speak
0,she must learn how to engage with her students
0,• sometimes the professor's voice is too low to hear or just the right volume of the tone but the student can't hear it clearly
0,"• sometimes low volume of voice
"
0,medyo kulang po sa energy magturo
0,need some recitation activities to prove that the students understand the lesson
0,uniqueness
1,of course the no need to improve beacuse she all good
0,need to improve none because of good in teaching
0,i wish she is more available for some time to lesson. she is super busy with other things but i think it's for the betterment of the class.
0,professional
1,"she is such a good professor.

nothing to improve."
1,i don't think ma'am need some improvements .
1,i don't think ms. need an area for improvement because in every class she always give her best
1,•none
1,wala naman po
0,needs more clarity and order when teaching.
0,• lack of technological skills and knowledge
0,"• lack of technological skills
"
0,need to be more specific
0,"sa coverage ng activities and exam, madalas out of the coverage ng naituro po hehe"
1,"she is ready. 

and she has nothing to improve."
0,professional learning
0,the quizzes/exams are often confusing
0,use student feedback to shape learning with just in time learning strategies
0,encourage and emphasize conceptual understanding over procedure.
0,some of exams are not even the lessons she taught to students. i think ma'am needs to update some of her questionairre in the exam.
1,i don't think prof. needs an area for improvement because every time she always gives her best to all of us
0,are they improve the presentation
0,"mabilis po magturo, minsan po yung activities malayo sa tinuro po"
0,i think the present in the class
0,our instructor need to add some more details on the specific lesson she taught on us.
1,• none
0,sometimes she is not available for another lesson but i understand ma'am's excuses.
0,more information
0,professional learning
1,nothing to improve.
0,i do not have enough experience with her teaching style to answer this question. i hoped we had lectures from her class more often.
1,i don't think ms. needs an area of improvement because she always makes sure that in every class she will give her best.
1,wala naman po
0,creativity
0,make clear instructions sometimes to answer the questions correctly and understandable
0,maybe we can ease up activities. it's too heavy that every week there is a new output that needs to be submitted.
0,maybe give more time for deadlines.
0,more engaging approach in teaching.
0,visual organization within the lesson and activity document file.
1,"none,"
0,needs more clear explanation. it’s more on reading what is on the lesson. but it’s okay
1,i think there is nothing to improve right now
0,"sometimes when he was teaching us i can't clearly hear his voice, maybe he needs to speak louder so the students understand more the lesson."
0,"to be honest, the area of improvement for sir is i think he must be adaptable in every situation because sometimes i feel like he is always having a problem in terms of high technology and i think that is because of his age, so i think it's not a big deal."
0,"once an instructor or coach has identified a specific area for improvement, they should define a specific individual goal for the area, identify the related organizational goals, and specify the measure of success. each goal should be accompanied by a list of specific actions, which should be accompanied by a list of resources required."
1,wala naman po
0,"•lack of technological skills 
•over extensions of workload"
0,"• lack of technogolical of skills 
• overwork of load"
0,ofcourse the presentation in our class
0,professional learning
0,the presentation
1,he has nothing to improve. such a good professor.
1,none because he has consideration every students and respect our time.
0,may times na medyo mabilis yung way of teaching niya kaya minsan may mga students na di maka engage sa topic. ending they will not get interested to dig and read. sometimes yung strictness niya turn to inconsiderate to someone though we understand there's a rules to follow but there are times na dapat he gives consideration sa mga walang wifi at data ang ginagamit if they not pass the google forms on time there will be deduction or worst case if di nasend di na tatanggapin. i hope di na ganto next time.
0,way of teaching
0,sana medyo lively and less serious yung class
0,how he explain and discuss in the class
0,"sana po gumamit rin ng ibang learning material aside from the module na in word format, para mas matuto po kami. may mga prof po na gumagawa ng mga ppt for discussions at mas effective po yun."
0,explanation for the lessons
0,mode of teaching.
0,medyo dalian naman po ang quiz and exam
0,"even though his knowledge is excellent, it's sad to say but he lacks the heart. i felt like he did not try to connect with us, he's only focused on performing his task."
0,communicating and interacting more to his student.
0,i hope he can make the explanation much easier to understand.
0,"the instructor needs to be more engaging to its students, have care to the person behind the camera or those circular pieces you meet on virtual meetings. be some kind of considerate to the online set up, we are human not robots."
0,"siguro po yung way ng pagtuturo niya po, kasi kahit anong pakikinig namin every morning wala kami gaano naaabsorb sa tinuturo niya at medyo nakakaantok po yung boses niya. at isa pa po ay yung pag may seatwork or quiz malate lang saglit may deduction na agad. and dapat sa lms nagpapaquiz po."
0,try to discuss the lessons profoundly.
0,the delivery of topics is not sufficient for the students. some of the assessments were mostly cannot be seen on the modules. he's not considerate sometimes when there are internet problems though there is a solid evidence.
0,give more examples and specific situations
0,"the knowledge is there, but how the instructor will deliver such knowledge to the students is important and must be considered."
0,interaction with his students
0,maybe he can explain a little more about the other lessons or topics
0,"the way he reads the lesson, his tone of voice i think should be improved in order to gain attention from his students."
0,more lessons please
0,"engaging properly to the students, because if you cannot transfer the knowledge to the students then your not good instructor."
0,"improvement of the audio quality, maybe because of the mic he's been using or it is closer on his mouth that even unnecessary noise(like breathing) is a little disturbing"
0,sometimes there's a schedule conflict.
0,"the professor only read the module, there are no examples, the given accessible time in an activity is not enough for us to answer all the questions. there is no computation but we have to read a paragraph before we answer each item. there is a time that he gave a seat work that consists of so many items and some of the items have a long question. there are a lot of time that most of us are unable to finish until the end of the given seat work because of the not enough time to answer."
0,"the time to answer all of the questions on the gform and we always tend to be nervous because of it lead to guessing the answers and submitting but not yet finished. then, i suggest to at least make it longer. thank you!"
0,explain further the topics not only by reading the hand outs.
0,"always put in mind that not all students are capable to reach the said time of quizzes with a limited time given. as a student, we cared for each other even though we didn't know each other, especially the students who are currently at work. also don't always changed decisions when it comes to everything, have a consistency in your words and decisions."
0,"i wish they were more considerate of the situations of the other students. it might sound unfair but i feel students have adapted more onto them rather than them adapting to the students. despite it all, thank you, ma'am for your hard-work."
0,"time management and avoid having unrealistic expectations, especially now that we are in the midst of a pandemic."
0,improve her communication with the students and how she can make them to participate in class.
0,the areas of improvement for the instructor was the engagement of students in discussion.
1,"honestly speaking, prof. is a very good instructor, she already knows what to do and what to discuss during class. that`s why i believe she is the best instructor and there`s no room for improvement because she always does her best for us to learn to improve our knowledge and skills."
0,i cant think of any areas that needs to improve
0,i think using of increase text size is better instead of using screen zoom feature.
1,wala. dahil mahusay na siya as in.
1,nothing in particular.
0,"once an instructor or coach has identified a specific area for improvement, they should define a specific individual goal for the area, identify the related organizational goals, and specify the measure of success. each goal should be accompanied by a list of specific actions, which should be accompanied by a list of resources required."
0,give students coding activities more often for application purposes
1,none she is the best prof!
0,professional learning
1,i think there no need to improve because she's good in teaching
1,"•none
"
1,i can say she has nothing to improve. she a good professor.
1,wala naman po
1,none because she discuss clearly and understandable every lessons.
1,nothing much since her teaching is already very good.
1,no need to improve because she is good in teaching
1,i think none because she's so good
0,maybe we could have more programming exercises as an output.
0,they use student feedback to shape learning with just in time learning strategies
0,professional learning
0,also the presentation
1,nothing to improve. she is a skilled professor.
0,more efficient way of teaching
0,give exercises before the quizzes and exams
0,struggles to teach in this trying times. she needs more guidance when it comes to gadgets.
0,needs other materials when teaching algebra.
0,"it's understandable that her subject is somehow difficult, but she could have given us youtube videos that can support her lessons where we can easily grasp the lesson without so much jargon. and i hope she would be more flexible in her deadlnes."
0,modify and reevaluate the given.
0,i think ma`am excimiano must be patient with her students and i think she must learn how to be adaptable especially in technology.
0,become slightly strictly to the students
0,needs improvement in giving examples not based on books and modules
0,minsan po mabilis po siya magdiscuss
0,please make the lectures more engaging
0,use digital whiteboard when doing solutions during class instead of just highlighting
0,sometimes our instructor cannot clearly state the important facts in the lesson
0,"the areas of improvement for the instructor is, i wish she consider extending the time when the students are taking a quiz."
0,her explaining
0,bigay po sana ng more example especially sa alg
0,"• low volume of voice
•low clarity of the voice
• consider the time on students on making modules"
0,the presentation
0,"• low volume of voice
• sometimes unclear instruction 
"
0,i wish she consider extending the deadline time in answering the quiz.:>
0,sometimes we don't have class because of some circumstances but he assure that he can fulfill it next meeting
1,he understand all working students thank you
0,consistent weekly synchronous class
0,i hope he dont make such a high standards in grading us but instead a fair way of grading us but he's always fair afterall
1,"as of now, i can't think for his improvement, because he did well to give to us the different information that we need to have in this course."
1,nothing. he was good already.
0,the time of her class
1,she always give a considerations.
1,"as of now, i can't for her improvement. because she teach and deliver every lesson in this course very well."
0,consistent weekly synchronous class
0,sana po unahin nya po minsan yung sarili nya kase kahit may sakit nagtuturo po siya 🥺 tsaka po sana magpahinga din po siya sa dami ng ginagawa at dapat i lead po niya 😊 maam deserve a rest and time for herself 😊😊 kase po para po sakin mas gusto ng mga estudyante kung makikita namin si maam na laging masaya at walang sakit 😊😊 yun lang po salamat po maam dan ❤️
1,"nothing, she's a good professor already"
0,be more approachable
0,the inprovement of the instructor is they are good at handling their course subject.
1,nothing because he always teach us and i'm contented with that
1,he doesn't fall short on anything and i don't see any part that is lacking but i believe that there will always be a room for improvement.
1,nothing to improve
1,wala na po kase magaling magturo
0,"beyond the first term (midterm and final term), there have been significantly less individual activities in relation to the subject at hand. this would make it look like the professor trusts that the students are capable of learning the lesson without further evaluations. if there are any instances where there are students that didn't quite understand the subject enough, then it may be too late when the professor ultimately finds out when there are little to no opportunities that remain."
0,sa way nang pagsasalita medyo iloud pa
0,"although this may be attributed to preparing for a potential shift to face-to-face classes, the midterm and final term felt lacking in terms of activity. there are some, for sure, but the prelim term included a graded recitation that was promised throughout the whole semester. in other words, such graded recitations and activities were expected, but slowed to a halt as the final term precedes."
0,sana di maging masyadong nakakatakot mag turo hahaha
1,he doesn't fall short on anything and i don't see any part that is lacking but i believe that there will always be a room for improvement.
0,maybe make the discussion more slower so that we can easily catch up or learn the lesson
0,being on time
1,none because he's good teaching na
1,wala po maayos po magturo
1,nothing because for me it's okay the way he explained the lessons
0,be more approachable
0,be more approachable
0,i think in ouncing if there is a class or not
0,updating.
0,mercy
1,she doesn't fall short on anything and i don't see any part that is lacking but i believe that there will always be a room for improvement.
1,nothing to improve
0,more meetings po sana and more explanations
0,"maybe lielow muna sa madaming task, kase nagiging busy siya, kaya hindi lagi namin lagi siya namemeet tuwing oras ng klase"
0,on her way of teaching
0,siguro po ang need i-improve is ano mas i-guide po yung students kase hindi naman po lahat ng students is alam kung tama or mali na yung ginagawa lalo na pagdating sa requirements na pinapagawa
1,"i would not really give much recommendations for improvement, but if there would be a system like this, the personnel in charge of said system must make sure that it can be utilized within the semester rather than become a fleeting thought. this is an area of improvement that may not necessarily be possible, so the removal of said system is preferred, if the circumstances make it inevitably unusable. that may not necessarily sound like a problem, but that's another cluster of words that students may remember instead of actual lesson material."
0,"i hope she handle the class well, in whole sem we just meet her one time only."
1,"i can't really say anything here, not because of oppressive fear or excessive respect, but because i simply cannot think of any way to improve the delivery of lessons and his overall approachability."
1,he doesn't fall short of anything and i don't see any gap but i know that there will always be a room for improvement.
0,mag-update po sa mga students kung magkaklase or hindi para po hindi nag-hihintay mga students
1,nothing to improve
0,his way of teaching
0,in announcing if he will be there on class or not
0,maybe sa voice niya medyo lakasan pa
1,"i think i'm contented the way he teach us, and to be with us in every meetings"
0,yung makapagturo na siya lagi and i wish him a good health
0,health is wealthy so he should always healthy and may god bless him.
0,speaks very well without stutters
1,he doesn't fall short on anything and i don't see any part that is lacking but i believe that there will always be a room for improvement.
1,wala na po iimprove magaling at maayos magturo
0,on handling past lesson
0,more links of infos
0,be more approachable
1,i think there's no need for improvement i think her communication skills are very commendable and i'm so lucky that she become my instructor for this semester
0,theyre visuals
0,more funny moments
1,nothing to improve
1,she doesn't fall short on anything and i don't see any part that is lacking but i believe that there will always be a room for improvement.
0,i think she is on time when giving quizzes and activities
0,i think to have more engage to the students
0,magbigay ng overview sa topic/s bago mag-pareport
0,"the group reporting went well, and went better and better each week as time passed, but by the start of the midterms, she took it upon herself to do the explanations of the lessons and this became less interpretative in the same level and more about what she is able to convey to the students, as the old traditional way of teaching. there was nothing wrong with that idea, but having students learn of the lesson beforehand, make a presentation, and convey what they took from that lesson towards the rest of the class was a good use of the time, but the rest of the semester lacked the same vibrant tone that the prelims held.

in other words, try to keep it crafty, and try to find ways where the students can learn the subject easier, rather than having them interpret the idea by themselves, which can be hard if they don't have a clue where to start piecing together the information within a topic."
0,giving some real life examples regarding the topic may be
0,her communication with students and be more approachable
0,sana lang he was able to meet us ng medyo madalas. i felt like mas marami pa sana kaming matututunan if mas maraming beses namin siya na meet.
0,"i hope you could give some sample activities that doesn't have to apply scores, maybe a plus only to the highest student or something. students need to practice themselves and giving them the resources and the ability to explain them the activities will be good. i don't know with others sir, but expect us that before we go to class we already read something and we may also bring some questions in mind. we could practice and discuss outputs or ask questions that is not clear to us while on class, so that the pressure goes not on the quiz and score but upon practicing what we read. this is applied by our professor before, and we loved how she taught us how to not value scores but learning."
0,do not give consideration to students not passing outputs and taking quiz and exam on time because it is unfair to other students. these lazy students apparently got even the highest scores and grade there should be a deduction to their scores. please bring back the original grading system in f2f classes cause it will help many students now that it is hard to live in pandemic
0,"to manage time well, because sometimes he cancel class unexpectedly.
"
0,sometimes there's a schedule conflict.
1,all goods na po si sir
0,i hope he could meet us more
0,more ice breaker
0,try to be more engaging to the students
1,nothing to improve
0,"presenting the video in a link rather than in a google meet will improve clarity of the subject matter, allow access to the vital information when it is needed, and not obstruct in the way of other equally important lessons."
1,he doesn't fall short on anything and i don't see any part that is lacking but i believe that there will always be a room for improvement.
0,being on time.
1,he is good at explaining things so for now i don't think he needs improvement.
0,i think to have more a clarity or discussion on the activity sometime
0,be more approachable
0,improve pa po sana yung connection sa students during class po
0,iimprove pa yung way nang pagtuturo
1,"for me is none , because he is no problem for me"
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students
0,clear voice while in class
0,use student feedback to shape learning with just in time learning strategies.
0,sometimes she is quick to explain.
0,there are times that activities are unounced.
1,"wala naman po, very interactive and listening sya sa opinions ng students nya"
0,"sometimes her internet connection is slow, but it's not the professors fault. so it's all perfect"
0,clear instruction while in class
0,commit to the professional development
0,sometimes he is quick to explain.
0,gave some activities .
0,accessibility and approachability outside of class hours.
1,all pefect
0,more google meet or zoom
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students
1,"wala naman po, oks naman"
0,the flow of the lesson can be messy sometimes and some of his ideas can't conveyed at sometimes
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
0,do better teaching in google meet or in a zoom
0,implementing stricter rules for better improvement of the students
0,use student feedback to shape learning with just in time learning strategies.
0,interaction with her students.
0,speaking or discussing in class
0,the areas of improvement for the instructor is that the lesson needs to be slow because he speaks too fast.
0,she's already confident and knowledgeable about handling the course. she really did well.
0,she could be more interactive with her students
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students
1,i don't think there is
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students
0,make a re take and extension if lms was not working
0,maybe hoping we can contact him outside his class time
0,providing clear instructions especially in quizzes and exam
0,accessibility and approachability outside of class hours
1,"nothing, most of the problems that we encounter in this course are technical"
0,reachability and the thoughfulness of giving consideration to his students.
0,the instructor needs to respond clearly when a student asks about important projects outside class hours.
0,needs more details at explaining at some topics so the instructor can covey what the course is tackling about
0,model what being taught . in my own experience i remember sitting through a class on differentiated instruction.
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
1,it's all perfect
0,he needs to improve and clarify his teaching so that he can follow the lessons fasters.
0,sometimes she is quick to explain.
0,use student feedback to shape learning with just in time learning strategies.
0,"the way the instructor make the learning material needs more improvement. some fonts the instructor uses aren't readable,"
0,she's very busy but still she never lost connection with us.
0,"clear instructions in exam
"
0,minsan nakakashock yung exams
0,needs to imporve the way she explains
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students
0,could have more student-teacher verbal interaction in the class.
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
0,the instructor needs to slow down a bit in explaining the lesson and elaborate clearly on the instructions in order to avoid further questions.
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
0,"activities could use clearer instructions, and more accessibility of the instructor to their students."
0,to meet us more often in classes
0,use student feedback to shape learning with just in time learning strategies
1,she's too good enough.
0,sometimes she is quick to explain.
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students
0,need to teach students properly
1,wala naman po
0,instructor is a bit too fast at teaching a lesson
0,"even though sometime she explains very fast, i can still understand our topic"
0,the instructor needs to explain further the lessons and show more examples.
0,"pag nagtututo during synchro day/meet ay sana po mas madami pang example specially this is interactive english and mahirap malaman kung ano yung tama at mali as we are dealing with interaction or sets of words na mahirap maidentify kung tama or mali yung naconstruct na sentence, paragraph, etc"
1,all perfect
0,use student feedback to shape learning with just in time learning strategies.
0,always update the students if there are problems like me i didn't receive the link every meeting thats why i always ask and self study about the lesson upload in the lms
1,no need for improvement because he improve us students and we learned a lot through writing and learning the language of english that surely we can use in the future as professional even though we only see him virtually.
0,make a re take and extension if lms was not working
0,he needs to improve and organize the teaching and he needs to explain each topic taught so that the activities can be don quickly.
0,needs some improvement at the flow of the lesson
1,wala ok naman po
0,the patience and kindness he gave to the students.
0,improvement of more understandable explanation for activities
0,modules and course materials are unfinished at times
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students
0,she was quick to teach sometimes.
0,needs improvement at demonstration of the course like the instructor needs more hands on teaching. the instructor would only show the learning material with no hands on demonstration.
0,accessibility and approachability outside of class hours.
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students.
0,need to improve in explaining and talking slowly while discussing
0,"reachability and her quiz answer key should be constructed neatly, because i notice that when she give a quiz in the lms even though i got the correct answer based on the module my answer is still wrong because her answer key is ambiguous."
0,"model what is being taught. in my own experience, i remember sitting through a class on differentiated instruction
commit to personal professional development
use student feedback to shape learning with just in time learning strategies.."
0,can't relate sometimes
0,to be accessible also outside class hour kase po madaming tanong or tulong po na kailangan
0,coping
0,minsan ang vague ng instructions nya po so di namin mafigureout specifically kung pano gagawin
0,improvement of more understandable questions in the activity
0,the instructor needs to slow down a bit when explaining the lessons.
0,communicating with the students
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
0,the prof is always not reachable. al ways not online
1,i don't think that there is anything to improve in their teaching because they do their best to teach every student very well
0,areas that can make them comfortable to teach and not to feel laziness to teach for the students
1,all of the areas are perfect
0,sometimes she is quick to explain.
0,use student feedback to shape learning with just in time learning strategies.
1,"she's almost perfect. she help, guide, and teach us step by step."
1,"wala po, very nice ang teaching approach nya"
0,accessibility and approachability outside of class hours.
0,needs improvement at making learning materials
1,all in goods na si sir.
0,"may times na nabibitin lang ako sa turo pero all in all, okay naman po siya ;)"
0,sometimes there's a schedule conflict.
0,"i suggest that the instructor should listen to the students concern.
the instructions in the quizzes, activities and other assessments should be clear and understandable."
0,"- diligence to teach the subject.
- to be clear with instructions.
- wag po sana magbigay ng secret task. nagulat kami, he instructed two of my classmates na magrereport. kung di po namin alam, graded pala yun. 
- maging considerate po sana. nagkaproblem po lms tapos parang kasalanan pa po namin."
0,learn to instruct and to give enough information. explain the ppt with clear idea and don't just reading it.
0,i think the area that he need s for improvement is the way how he gives assessment to his students.
0,"when it comes to our quiz, there are times na may mga maling answer as quiz and sometimes kahit tama kami namamali ng system because of the wrong input of answers."
0,in his teachings
0,"too much reporting. i suggest whenever the report of the groups end, he should give feedback and other support ideas which does not happen. i also suggest to manually check the quizzes which for us, students, are correct but wrong in the system. the fault is not ours yet on him, but we did not received any consideration."
0,"follow the schedule of our classes, and give consideration to their students interms of their quizes and complains"
0,he should be more engaging by asking students perceptions about the lesson.
0,"i think he can create a more interactive class during the teaching-learning process. the subject is a kind of history of dr. jose rizal's life so it should be more on an interactive discussion. he may be also a little considerate, especially when we are having a problem in lms matter because he is the one who can easily talk to the expert than us."
0,"- he needs to learn to communicate to his students
- he should be considerate
- he should start and end the class on time."
0,"the teaching strategies, he is a bit boring, he is not considerate even in some quizzes and exams, he do not try to listen to our recommendations, he always follows what he desire. and most importantly the is not responsive even in class and outside class when we have concerns."
0,"based on what we have observed, i guess he should stop translating and reading the ppt. expound more about the subject/topic. check the issues needed to support or to reject some ideas presented. not all in the module can be correct to others. 
let the student expressed their selves in class, have an interactive activity. 

make sure, to be equal in giving students task, make sure that the quiz is though to the students very well. 
quizzes and especially exam should be at least very easy as it was discussed but the problem is, it was never been expound in the class, that makes the learners confused during the examination. 

he should frequently asked students about their affective learning, or at least talked to them through announcement or through class how they are. 

he looks like he is not interested to his subject that let the subject boring though it can be fun to discussed with.
 
"
0,late of giving the task
0,"- the way he speaks, monotone.
- his instructions are not quite clear."
0,"have a clear instructions to activities and reportings, not sending private message to students to say they have to report. announce things earlier so there are enough time to prepare. make sure the exam is within the lesson and module because upon reviewing the exams we found out there are actually a lot that's not mentioned in our class or in the module. in addition, make sure the encode exams or quiz carefully, because last time we had political scientist instead of political science."
0,"engagement, flexibility, and effectiveness to teaching."
0,needs to be more considerate.
0,"looking forward for him to teach the lesson/discussion by what it should be discussed, not only reading the entire powerpoint presentation made by students, i admit that his subject is one of the hardest so i am expecting too much of this. also, i hope that next time with his future students, what is on the ppt lessons is what in the quizzes and exams, not out of the discussion. furthermore, do not have considerations for lms errors."
0,"hopefully, can understand students' concern and can discuss the lesson well without just reading what's written on the ppt."
0,may favouritism i think especially sa girls. ibinibigay sa student ang gawain na dapat sya gumagawa. walang consideration especially sa mga quizzes na tama ang sagot pero mali. kahit po sana nilagay na lang yung +points sa reporting and other activities
1,wala po
1,"in this subject, i do not see any recommendations because i was very satisfied the whole sem."
1,there’s nothing to improve.
1,there is no need for improvement because he is an excellent teacher
